Chr	width	gene_id	gene_name	gene_biotype	type	GENEID
3	963	ENSSSCG00000057589	ENSSSCG00000057589	protein_coding	gene	ENSSSCG00000057589
3	963	ENSSSCG00000055686	ENSSSCG00000055686	protein_coding	gene	ENSSSCG00000055686
3	963	ENSSSCG00000061359	ENSSSCG00000061359	protein_coding	gene	ENSSSCG00000061359
3	963	ENSSSCG00000060711	ENSSSCG00000060711	protein_coding	gene	ENSSSCG00000060711
3	2487	ENSSSCG00000030485	ELFN1	protein_coding	gene	ENSSSCG00000030485
3	999	ENSSSCG00000063463	ENSSSCG00000063463	protein_coding	gene	ENSSSCG00000063463
3	210	ENSSSCG00000060626	ENSSSCG00000060626	protein_coding	gene	ENSSSCG00000060626
3	1002	ENSSSCG00000041835	UFSP1	protein_coding	gene	ENSSSCG00000041835
3	40459	ENSSSCG00000052306	CYP3A29	protein_coding	gene	ENSSSCG00000052306
3	20168	ENSSSCG00000008118	PROM2	protein_coding	gene	ENSSSCG00000008118
3	10320	ENSSSCG00000031787	ENSSSCG00000031787	protein_coding	gene	ENSSSCG00000031787
3	10354	ENSSSCG00000036748	ENSSSCG00000036748	protein_coding	gene	ENSSSCG00000036748
3	19545	ENSSSCG00000008117	ZNF2	protein_coding	gene	ENSSSCG00000008117
3	14617	ENSSSCG00000031072	ZNF514	protein_coding	gene	ENSSSCG00000031072
3	32299	ENSSSCG00000008113	MRPS5	protein_coding	gene	ENSSSCG00000008113
3	69774	ENSSSCG00000008143	UXS1	protein_coding	gene	ENSSSCG00000008143
3	8577	ENSSSCG00000008124	NEURL3	protein_coding	gene	ENSSSCG00000008124
3	3347	ENSSSCG00000037580	ITPRIPL1	protein_coding	gene	ENSSSCG00000037580
3	31822	ENSSSCG00000008127	SNRNP200	protein_coding	gene	ENSSSCG00000008127
3	45513	ENSSSCG00000039523	ENSSSCG00000039523	protein_coding	gene	ENSSSCG00000039523
3	5755	ENSSSCG00000008130	CIAO1	protein_coding	gene	ENSSSCG00000008130
3	13918	ENSSSCG00000008121	ENSSSCG00000008121	protein_coding	gene	ENSSSCG00000008121
3	11919	ENSSSCG00000063462	TMEM127	protein_coding	gene	ENSSSCG00000063462
3	15826	ENSSSCG00000032288	SLC20A1	protein_coding	gene	ENSSSCG00000032288
3	26430	ENSSSCG00000008132	STARD7	protein_coding	gene	ENSSSCG00000008132
3	93443	ENSSSCG00000008119	KCNIP3	protein_coding	gene	ENSSSCG00000008119
3	123310	ENSSSCG00000034154	WNK2	protein_coding	gene	ENSSSCG00000034154
3	70137	ENSSSCG00000008136	RANBP2	protein_coding	gene	ENSSSCG00000008136
3	74917	ENSSSCG00000008141	ST6GAL2	protein_coding	gene	ENSSSCG00000008141
3	1235	ENSSSCG00000057848	ENSSSCG00000057848	protein_coding	gene	ENSSSCG00000057848
3	43335	ENSSSCG00000028944	ENSSSCG00000028944	protein_coding	gene	ENSSSCG00000028944
3	15154	ENSSSCG00000055794	ENSSSCG00000055794	protein_coding	gene	ENSSSCG00000055794
3	18435	ENSSSCG00000008115	ENSSSCG00000008115	protein_coding	gene	ENSSSCG00000008115
3	35354	ENSSSCG00000059997	MALL	protein_coding	gene	ENSSSCG00000059997
3	60399	ENSSSCG00000008111	NPHP1	protein_coding	gene	ENSSSCG00000008111
3	1334	ENSSSCG00000034826	ENSSSCG00000034826	protein_coding	gene	ENSSSCG00000034826
3	63272	ENSSSCG00000023050	SEPTIN10	protein_coding	gene	ENSSSCG00000023050
3	113457	ENSSSCG00000008079	FAM120A	protein_coding	gene	ENSSSCG00000008079
3	90173	ENSSSCG00000008080	PHF2	protein_coding	gene	ENSSSCG00000008080
3	12482	ENSSSCG00000008123	ARID5A	protein_coding	gene	ENSSSCG00000008123
3	2353	ENSSSCG00000035971	DUSP2	protein_coding	gene	ENSSSCG00000035971
3	11083	ENSSSCG00000037106	ECRG4	protein_coding	gene	ENSSSCG00000037106
3	134674	ENSSSCG00000008144	NCK2	protein_coding	gene	ENSSSCG00000008144
3	102280	ENSSSCG00000008147	ENSSSCG00000008147	protein_coding	gene	ENSSSCG00000008147
3	10886	ENSSSCG00000035390	C2orf49	protein_coding	gene	ENSSSCG00000035390
3	54973	ENSSSCG00000024636	TGFBRAP1	protein_coding	gene	ENSSSCG00000024636
3	9134	ENSSSCG00000023487	MSLNL	protein_coding	gene	ENSSSCG00000023487
3	3344	ENSSSCG00000008001	ENSSSCG00000008001	protein_coding	gene	ENSSSCG00000008001
3	7311	ENSSSCG00000008002	CIAO3	protein_coding	gene	ENSSSCG00000008002
3	7294	ENSSSCG00000008003	HAGHL	protein_coding	gene	ENSSSCG00000008003
3	3031	ENSSSCG00000043091	ENSSSCG00000043091	protein_coding	gene	ENSSSCG00000043091
3	206010	ENSSSCG00000038296	SH3RF3	protein_coding	gene	ENSSSCG00000038296
3	69455	ENSSSCG00000008134	EDAR	protein_coding	gene	ENSSSCG00000008134
3	3799	ENSSSCG00000050615	CCDC78	protein_coding	gene	ENSSSCG00000050615
3	52821	ENSSSCG00000008135	CCDC138	protein_coding	gene	ENSSSCG00000008135
3	4384	ENSSSCG00000008004	ANTKMT	protein_coding	gene	ENSSSCG00000008004
3	3167	ENSSSCG00000058140	METRN	protein_coding	gene	ENSSSCG00000058140
3	11822	ENSSSCG00000008006	FBXL16	protein_coding	gene	ENSSSCG00000008006
3	5148	ENSSSCG00000008007	WDR24	protein_coding	gene	ENSSSCG00000008007
3	2827	ENSSSCG00000007988	JMJD8	protein_coding	gene	ENSSSCG00000007988
3	2688	ENSSSCG00000008008	STUB1	protein_coding	gene	ENSSSCG00000008008
3	1457	ENSSSCG00000032501	ENSSSCG00000032501	protein_coding	gene	ENSSSCG00000032501
3	2704	ENSSSCG00000007998	RHBDL1	protein_coding	gene	ENSSSCG00000007998
3	5540	ENSSSCG00000062928	RHOT2	protein_coding	gene	ENSSSCG00000062928
3	15707	ENSSSCG00000007991	WDR90	protein_coding	gene	ENSSSCG00000007991
3	97309	ENSSSCG00000021704	PTPDC1	protein_coding	gene	ENSSSCG00000021704
3	54224	ENSSSCG00000032834	ZNF169	protein_coding	gene	ENSSSCG00000032834
3	7014	ENSSSCG00000039214	ENSSSCG00000039214	protein_coding	gene	ENSSSCG00000039214
3	5580	ENSSSCG00000037970	SOX8	protein_coding	gene	ENSSSCG00000037970
3	98841	ENSSSCG00000008009	LMF1	protein_coding	gene	ENSSSCG00000008009
3	2402	ENSSSCG00000008011	GNG13	protein_coding	gene	ENSSSCG00000008011
3	8900	ENSSSCG00000008010	CHTF18	protein_coding	gene	ENSSSCG00000008010
3	3302	ENSSSCG00000008000	RPUSD1	protein_coding	gene	ENSSSCG00000008000
3	7588	ENSSSCG00000008094	CHCHD5	protein_coding	gene	ENSSSCG00000008094
3	25682	ENSSSCG00000008098	POLR1B	protein_coding	gene	ENSSSCG00000008098
3	45425	ENSSSCG00000008097	ENSSSCG00000008097	protein_coding	gene	ENSSSCG00000008097
3	35547	ENSSSCG00000048125	ENSSSCG00000048125	protein_coding	gene	ENSSSCG00000048125
3	63098	ENSSSCG00000008096	ZC3H6	protein_coding	gene	ENSSSCG00000008096
3	23374	ENSSSCG00000008099	ZC3H8	protein_coding	gene	ENSSSCG00000008099
3	52922	ENSSSCG00000008101	FBLN7	protein_coding	gene	ENSSSCG00000008101
3	446	ENSSSCG00000042065	ENSSSCG00000042065	protein_coding	gene	ENSSSCG00000042065
3	48296	ENSSSCG00000026954	TMEM87B	protein_coding	gene	ENSSSCG00000026954
3	134018	ENSSSCG00000008103	MERTK	protein_coding	gene	ENSSSCG00000008103
3	167379	ENSSSCG00000029084	FSHR	protein_coding	gene	ENSSSCG00000029084
3	56984	ENSSSCG00000008421	LHCGR	protein_coding	gene	ENSSSCG00000008421
3	95335	ENSSSCG00000008105	ANAPC1	protein_coding	gene	ENSSSCG00000008105
3	57756	ENSSSCG00000033106	GTF2A1L	protein_coding	gene	ENSSSCG00000033106
3	17079	ENSSSCG00000057606	STON1	protein_coding	gene	ENSSSCG00000057606
3	71701	ENSSSCG00000008423	PPP1R21	protein_coding	gene	ENSSSCG00000008423
3	519	ENSSSCG00000006050	ENSSSCG00000006050	protein_coding	gene	ENSSSCG00000006050
3	4003	ENSSSCG00000008106	ENSSSCG00000008106	protein_coding	gene	ENSSSCG00000008106
3	4870	ENSSSCG00000007995	MCRIP2	protein_coding	gene	ENSSSCG00000007995
3	99690	ENSSSCG00000008394	FANCL	protein_coding	gene	ENSSSCG00000008394
3	7108	ENSSSCG00000032188	METTL26	protein_coding	gene	ENSSSCG00000032188
3	103668	ENSSSCG00000008395	VRK2	protein_coding	gene	ENSSSCG00000008395
3	2584	ENSSSCG00000037013	WFIKKN1	protein_coding	gene	ENSSSCG00000037013
3	19517	ENSSSCG00000033792	RAB40C	protein_coding	gene	ENSSSCG00000033792
3	15662	ENSSSCG00000007992	PIGQ	protein_coding	gene	ENSSSCG00000007992
3	199096	ENSSSCG00000040786	SPTBN1	protein_coding	gene	ENSSSCG00000040786
3	5122	ENSSSCG00000007989	PRR35	protein_coding	gene	ENSSSCG00000007989
3	17824	ENSSSCG00000007993	CAPN15	protein_coding	gene	ENSSSCG00000007993
3	36603	ENSSSCG00000008410	C2orf73	protein_coding	gene	ENSSSCG00000008410
3	73819	ENSSSCG00000035854	RAB11FIP3	protein_coding	gene	ENSSSCG00000035854
3	163493	ENSSSCG00000025224	ACYP2	protein_coding	gene	ENSSSCG00000025224
3	105949	ENSSSCG00000008412	PSME4	protein_coding	gene	ENSSSCG00000008412
3	8385	ENSSSCG00000007987	DECR2	protein_coding	gene	ENSSSCG00000007987
3	9293	ENSSSCG00000008413	GPR75	protein_coding	gene	ENSSSCG00000008413
3	4138	ENSSSCG00000007986	NME4	protein_coding	gene	ENSSSCG00000007986
3	33911	ENSSSCG00000008414	ERLEC1	protein_coding	gene	ENSSSCG00000008414
3	11385	ENSSSCG00000007985	PGAP6	protein_coding	gene	ENSSSCG00000007985
3	4524	ENSSSCG00000007984	MRPL28	protein_coding	gene	ENSSSCG00000007984
3	56927	ENSSSCG00000023204	AXIN1	protein_coding	gene	ENSSSCG00000023204
3	110730	ENSSSCG00000008415	ASB3	protein_coding	gene	ENSSSCG00000008415
3	3630	ENSSSCG00000007983	PDIA2	protein_coding	gene	ENSSSCG00000007983
3	10283	ENSSSCG00000037577	CHAC2	protein_coding	gene	ENSSSCG00000037577
3	425126	ENSSSCG00000053662	ENSSSCG00000053662	protein_coding	gene	ENSSSCG00000053662
3	2599	ENSSSCG00000038979	ARHGDIG	protein_coding	gene	ENSSSCG00000038979
3	8553	ENSSSCG00000036541	RGS11	protein_coding	gene	ENSSSCG00000036541
3	606	ENSSSCG00000035920	ENSSSCG00000035920	protein_coding	gene	ENSSSCG00000035920
3	26386	ENSSSCG00000007980	FAM234A	protein_coding	gene	ENSSSCG00000007980
3	7179	ENSSSCG00000048824	ENSSSCG00000048824	protein_coding	gene	ENSSSCG00000048824
3	207201	ENSSSCG00000008396	CCDC85A	protein_coding	gene	ENSSSCG00000008396
3	65576	ENSSSCG00000008397	EFEMP1	protein_coding	gene	ENSSSCG00000008397
3	3244	ENSSSCG00000054274	ENSSSCG00000054274	protein_coding	gene	ENSSSCG00000054274
3	1850	ENSSSCG00000038804	HBQ1	protein_coding	gene	ENSSSCG00000038804
3	61525	ENSSSCG00000007981	NPRL3	protein_coding	gene	ENSSSCG00000007981
3	5173	ENSSSCG00000007978	ENSSSCG00000007978	protein_coding	gene	ENSSSCG00000007978
3	44299	ENSSSCG00000031882	PNPT1	protein_coding	gene	ENSSSCG00000031882
3	952	ENSSSCG00000007977	HBM	protein_coding	gene	ENSSSCG00000007977
3	61053	ENSSSCG00000008398	PPP4R3B	protein_coding	gene	ENSSSCG00000008398
3	32653	ENSSSCG00000008400	CFAP36	protein_coding	gene	ENSSSCG00000008400
3	130738	ENSSSCG00000008406	CCDC88A	protein_coding	gene	ENSSSCG00000008406
3	54662	ENSSSCG00000007866	TMC7	protein_coding	gene	ENSSSCG00000007866
3	43207	ENSSSCG00000007862	GPR139	protein_coding	gene	ENSSSCG00000007862
3	303822	ENSSSCG00000032878	SHISA9	protein_coding	gene	ENSSSCG00000032878
3	29976	ENSSSCG00000007858	ENSSSCG00000007858	protein_coding	gene	ENSSSCG00000007858
3	29287	ENSSSCG00000026453	ACSM5	protein_coding	gene	ENSSSCG00000026453
3	40533	ENSSSCG00000007860	PDILT	protein_coding	gene	ENSSSCG00000007860
3	19117	ENSSSCG00000007859	UMOD	protein_coding	gene	ENSSSCG00000007859
3	19805	ENSSSCG00000007861	GP2	protein_coding	gene	ENSSSCG00000007861
3	1793	ENSSSCG00000007975	HBZ	protein_coding	gene	ENSSSCG00000007975
3	7635	ENSSSCG00000007982	MPG	protein_coding	gene	ENSSSCG00000007982
3	3712	ENSSSCG00000037399	ENSSSCG00000037399	protein_coding	gene	ENSSSCG00000037399
3	6679	ENSSSCG00000007968	RHBDF1	protein_coding	gene	ENSSSCG00000007968
3	41477	ENSSSCG00000008404	MTIF2	protein_coding	gene	ENSSSCG00000008404
3	3602	ENSSSCG00000007962	SNRNP25	protein_coding	gene	ENSSSCG00000007962
3	511964	ENSSSCG00000036837	HS3ST4	protein_coding	gene	ENSSSCG00000036837
3	18208	ENSSSCG00000007823	ZKSCAN2	protein_coding	gene	ENSSSCG00000007823
3	3513	ENSSSCG00000007970	POLR3K	protein_coding	gene	ENSSSCG00000007970
3	12145	ENSSSCG00000031865	AQP8	protein_coding	gene	ENSSSCG00000031865
3	11175	ENSSSCG00000007973	IL9R	protein_coding	gene	ENSSSCG00000007973
3	45323	ENSSSCG00000007826	ENSSSCG00000007826	protein_coding	gene	ENSSSCG00000007826
3	13097	ENSSSCG00000039712	ENSSSCG00000039712	protein_coding	gene	ENSSSCG00000039712
3	13793	ENSSSCG00000007851	ZP2	protein_coding	gene	ENSSSCG00000007851
3	25401	ENSSSCG00000008066	ZNF484	protein_coding	gene	ENSSSCG00000008066
3	34124	ENSSSCG00000031876	LDAF1	protein_coding	gene	ENSSSCG00000031876
3	76991	ENSSSCG00000008068	IARS1	protein_coding	gene	ENSSSCG00000008068
3	205809	ENSSSCG00000046747	DNAH3	protein_coding	gene	ENSSSCG00000046747
3	6003	ENSSSCG00000034617	RPS27A	protein_coding	gene	ENSSSCG00000034617
3	54275	ENSSSCG00000008402	CLHC1	protein_coding	gene	ENSSSCG00000008402
3	26496	ENSSSCG00000008069	NOL8	protein_coding	gene	ENSSSCG00000008069
3	255372	ENSSSCG00000008070	CENPP	protein_coding	gene	ENSSSCG00000008070
3	72105	ENSSSCG00000032007	RTN4	protein_coding	gene	ENSSSCG00000032007
3	19414	ENSSSCG00000034607	OGN	protein_coding	gene	ENSSSCG00000034607
3	11926	ENSSSCG00000008073	OMD	protein_coding	gene	ENSSSCG00000008073
3	27253	ENSSSCG00000008072	ASPN	protein_coding	gene	ENSSSCG00000008072
3	40377	ENSSSCG00000028549	ECM2	protein_coding	gene	ENSSSCG00000028549
3	60114	ENSSSCG00000030204	IPPK	protein_coding	gene	ENSSSCG00000030204
3	63506	ENSSSCG00000027166	BICD2	protein_coding	gene	ENSSSCG00000027166
3	55979	ENSSSCG00000028185	FGD3	protein_coding	gene	ENSSSCG00000028185
3	22637	ENSSSCG00000022237	SUSD3	protein_coding	gene	ENSSSCG00000022237
3	16535	ENSSSCG00000008077	CARD19	protein_coding	gene	ENSSSCG00000008077
3	18551	ENSSSCG00000063184	NINJ1	protein_coding	gene	ENSSSCG00000063184
3	2030	ENSSSCG00000008032	ENSSSCG00000008032	protein_coding	gene	ENSSSCG00000008032
3	1687	ENSSSCG00000035337	ENSSSCG00000035337	protein_coding	gene	ENSSSCG00000035337
3	284650	ENSSSCG00000026559	EML6	protein_coding	gene	ENSSSCG00000026559
3	1513	ENSSSCG00000021222	ENSSSCG00000021222	protein_coding	gene	ENSSSCG00000021222
3	5293	ENSSSCG00000041087	ENSSSCG00000041087	protein_coding	gene	ENSSSCG00000041087
3	6905	ENSSSCG00000054360	ENSSSCG00000054360	protein_coding	gene	ENSSSCG00000054360
3	5773	ENSSSCG00000050174	ENSSSCG00000050174	protein_coding	gene	ENSSSCG00000050174
3	3732	ENSSSCG00000025772	GPR45	protein_coding	gene	ENSSSCG00000025772
3	6249	ENSSSCG00000044774	ENSSSCG00000044774	protein_coding	gene	ENSSSCG00000044774
3	2027	ENSSSCG00000047493	ENSSSCG00000047493	protein_coding	gene	ENSSSCG00000047493
3	3493	ENSSSCG00000051591	ENSSSCG00000051591	protein_coding	gene	ENSSSCG00000051591
3	1506	ENSSSCG00000022096	POU3F3	protein_coding	gene	ENSSSCG00000022096
3	1220	ENSSSCG00000053929	ENSSSCG00000053929	protein_coding	gene	ENSSSCG00000053929
3	2650	ENSSSCG00000051435	ENSSSCG00000051435	protein_coding	gene	ENSSSCG00000051435
3	4458	ENSSSCG00000042900	ENSSSCG00000042900	protein_coding	gene	ENSSSCG00000042900
3	3635	ENSSSCG00000008122	ADRA2B	protein_coding	gene	ENSSSCG00000008122
3	4055	ENSSSCG00000044149	ENSSSCG00000044149	protein_coding	gene	ENSSSCG00000044149
3	171	ENSSSCG00000061624	MTLN	protein_coding	gene	ENSSSCG00000061624
3	1575	ENSSSCG00000057831	ENSSSCG00000057831	protein_coding	gene	ENSSSCG00000057831
3	578516	ENSSSCG00000026180	NRXN1	protein_coding	gene	ENSSSCG00000026180
3	18386	ENSSSCG00000028691	SULT1C3	protein_coding	gene	ENSSSCG00000028691
3	40622	ENSSSCG00000008125	NCAPH	protein_coding	gene	ENSSSCG00000008125
3	21976	ENSSSCG00000007979	LUC7L	protein_coding	gene	ENSSSCG00000007979
3	25704	ENSSSCG00000007864	GPRC5B	protein_coding	gene	ENSSSCG00000007864
3	124510	ENSSSCG00000034720	IQCK	protein_coding	gene	ENSSSCG00000034720
3	13412	ENSSSCG00000025203	KNOP1	protein_coding	gene	ENSSSCG00000025203
3	18941	ENSSSCG00000052142	ENSSSCG00000052142	protein_coding	gene	ENSSSCG00000052142
3	126498	ENSSSCG00000024206	CPPED1	protein_coding	gene	ENSSSCG00000024206
3	27862	ENSSSCG00000023829	CCP110	protein_coding	gene	ENSSSCG00000023829
3	15905	ENSSSCG00000029212	GDE1	protein_coding	gene	ENSSSCG00000029212
3	69644	ENSSSCG00000007868	TMC5	protein_coding	gene	ENSSSCG00000007868
3	105333	ENSSSCG00000036255	CACNG3	protein_coding	gene	ENSSSCG00000036255
3	5289	ENSSSCG00000050212	ENSSSCG00000050212	protein_coding	gene	ENSSSCG00000050212
3	388034	ENSSSCG00000033674	PRKCB	protein_coding	gene	ENSSSCG00000033674
3	5342	ENSSSCG00000034827	CHP2	protein_coding	gene	ENSSSCG00000034827
3	27311	ENSSSCG00000040637	ERN2	protein_coding	gene	ENSSSCG00000040637
3	7585	ENSSSCG00000034655	COQ7	protein_coding	gene	ENSSSCG00000034655
3	14550	ENSSSCG00000026748	PLK1	protein_coding	gene	ENSSSCG00000026748
3	101316	ENSSSCG00000022200	SYT17	protein_coding	gene	ENSSSCG00000022200
3	27852	ENSSSCG00000040943	DCTN5	protein_coding	gene	ENSSSCG00000040943
3	116344	ENSSSCG00000032531	SMG1	protein_coding	gene	ENSSSCG00000032531
3	25979	ENSSSCG00000010794	PALB2	protein_coding	gene	ENSSSCG00000010794
3	15797	ENSSSCG00000010795	NDUFAB1	protein_coding	gene	ENSSSCG00000010795
3	15301	ENSSSCG00000040265	UBFD1	protein_coding	gene	ENSSSCG00000040265
3	26476	ENSSSCG00000010797	EARS2	protein_coding	gene	ENSSSCG00000010797
3	486	ENSSSCG00000060815	ENSSSCG00000060815	protein_coding	gene	ENSSSCG00000060815
3	40817	ENSSSCG00000010798	GGA2	protein_coding	gene	ENSSSCG00000010798
3	38825	ENSSSCG00000037673	BFAR	protein_coding	gene	ENSSSCG00000037673
3	7345	ENSSSCG00000035768	ENSSSCG00000035768	protein_coding	gene	ENSSSCG00000035768
3	2766	ENSSSCG00000049172	ENSSSCG00000049172	protein_coding	gene	ENSSSCG00000049172
3	86150	ENSSSCG00000010799	COG7	protein_coding	gene	ENSSSCG00000010799
3	333885	ENSSSCG00000007872	XYLT1	protein_coding	gene	ENSSSCG00000007872
3	190236	ENSSSCG00000007878	PARN	protein_coding	gene	ENSSSCG00000007878
3	61039	ENSSSCG00000025565	ENSSSCG00000025565	protein_coding	gene	ENSSSCG00000025565
3	69802	ENSSSCG00000028923	SCNN1B	protein_coding	gene	ENSSSCG00000028923
3	35438	ENSSSCG00000007836	SCNN1G	protein_coding	gene	ENSSSCG00000007836
3	80582	ENSSSCG00000030424	USP31	protein_coding	gene	ENSSSCG00000030424
3	110391	ENSSSCG00000036475	HS3ST2	protein_coding	gene	ENSSSCG00000036475
3	92099	ENSSSCG00000007838	OTOA	protein_coding	gene	ENSSSCG00000007838
3	1952	ENSSSCG00000040412	ENSSSCG00000040412	protein_coding	gene	ENSSSCG00000040412
3	199423	ENSSSCG00000039171	MRTFB	protein_coding	gene	ENSSSCG00000039171
3	36163	ENSSSCG00000007881	ERCC4	protein_coding	gene	ENSSSCG00000007881
3	347	ENSSSCG00000047021	ENSSSCG00000047021	protein_coding	gene	ENSSSCG00000047021
3	52136	ENSSSCG00000030373	METTL9	protein_coding	gene	ENSSSCG00000030373
3	10717	ENSSSCG00000027967	IGSF6	protein_coding	gene	ENSSSCG00000027967
3	95365	ENSSSCG00000007873	ABCC6	protein_coding	gene	ENSSSCG00000007873
3	38475	ENSSSCG00000032340	CDR2	protein_coding	gene	ENSSSCG00000032340
3	34256	ENSSSCG00000007840	POLR3E	protein_coding	gene	ENSSSCG00000007840
3	112584	ENSSSCG00000007874	ABCC1	protein_coding	gene	ENSSSCG00000007874
3	69249	ENSSSCG00000007839	EEF2K	protein_coding	gene	ENSSSCG00000007839
3	32783	ENSSSCG00000007842	SDR42E2	protein_coding	gene	ENSSSCG00000007842
3	66063	ENSSSCG00000025266	VWA3A	protein_coding	gene	ENSSSCG00000025266
3	68290	ENSSSCG00000031629	MOSMO	protein_coding	gene	ENSSSCG00000031629
3	15915	ENSSSCG00000026686	PDZD9	protein_coding	gene	ENSSSCG00000026686
3	31086	ENSSSCG00000007845	UQCRC2	protein_coding	gene	ENSSSCG00000007845
3	10620	ENSSSCG00000007853	LYRM1	protein_coding	gene	ENSSSCG00000007853
3	36948	ENSSSCG00000007854	DCUN1D3	protein_coding	gene	ENSSSCG00000007854
3	61306	ENSSSCG00000007855	REXO5	protein_coding	gene	ENSSSCG00000007855
3	226725	ENSSSCG00000035000	ENSSSCG00000035000	protein_coding	gene	ENSSSCG00000035000
3	10197	ENSSSCG00000034074	ERI2	protein_coding	gene	ENSSSCG00000034074
3	35985	ENSSSCG00000007857	ACSM3	protein_coding	gene	ENSSSCG00000007857
3	9330	ENSSSCG00000024748	THUMPD1	protein_coding	gene	ENSSSCG00000024748
3	30849	ENSSSCG00000030033	ACSM4	protein_coding	gene	ENSSSCG00000030033
3	99003	ENSSSCG00000007847	ENSSSCG00000007847	protein_coding	gene	ENSSSCG00000007847
3	24113	ENSSSCG00000039080	TRIB2	protein_coding	gene	ENSSSCG00000039080
3	58890	ENSSSCG00000008637	TAF1B	protein_coding	gene	ENSSSCG00000008637
3	24626	ENSSSCG00000033193	TPO	protein_coding	gene	ENSSSCG00000033193
3	33917	ENSSSCG00000008638	YWHAQ	protein_coding	gene	ENSSSCG00000008638
3	4535	ENSSSCG00000031088	RPS7	protein_coding	gene	ENSSSCG00000031088
3	20630	ENSSSCG00000008648	RSAD2	protein_coding	gene	ENSSSCG00000008648
3	14256	ENSSSCG00000008647	CMPK2	protein_coding	gene	ENSSSCG00000008647
3	58570	ENSSSCG00000008641	ADAM17	protein_coding	gene	ENSSSCG00000008641
3	2292	ENSSSCG00000033463	KCNF1	protein_coding	gene	ENSSSCG00000033463
3	16292	ENSSSCG00000008640	IAH1	protein_coding	gene	ENSSSCG00000008640
3	133562	ENSSSCG00000008624	LPIN1	protein_coding	gene	ENSSSCG00000008624
3	8433	ENSSSCG00000008625	NTSR2	protein_coding	gene	ENSSSCG00000008625
3	71102	ENSSSCG00000025483	GREB1	protein_coding	gene	ENSSSCG00000025483
3	9216	ENSSSCG00000039057	ALKAL2	protein_coding	gene	ENSSSCG00000039057
3	17630	ENSSSCG00000008659	ACP1	protein_coding	gene	ENSSSCG00000008659
3	95456	ENSSSCG00000008635	NOL10	protein_coding	gene	ENSSSCG00000008635
3	8810	ENSSSCG00000027121	ODC1	protein_coding	gene	ENSSSCG00000027121
3	112898	ENSSSCG00000003663	HPCAL1	protein_coding	gene	ENSSSCG00000003663
3	47935	ENSSSCG00000026068	GRHL1	protein_coding	gene	ENSSSCG00000026068
3	13005	ENSSSCG00000025305	RNASEH1	protein_coding	gene	ENSSSCG00000025305
3	9053	ENSSSCG00000029161	ADI1	protein_coding	gene	ENSSSCG00000029161
3	50787	ENSSSCG00000024665	TRAPPC12	protein_coding	gene	ENSSSCG00000024665
3	15752	ENSSSCG00000008664	LRATD1	protein_coding	gene	ENSSSCG00000008664
3	21769	ENSSSCG00000026161	E2F6	protein_coding	gene	ENSSSCG00000026161
3	140443	ENSSSCG00000008629	ROCK2	protein_coding	gene	ENSSSCG00000008629
3	203125	ENSSSCG00000007848	ENSSSCG00000007848	protein_coding	gene	ENSSSCG00000007848
3	91585	ENSSSCG00000008644	KIDINS220	protein_coding	gene	ENSSSCG00000008644
3	2495	ENSSSCG00000008645	ID2	protein_coding	gene	ENSSSCG00000008645
3	12447	ENSSSCG00000008631	SLC66A3	protein_coding	gene	ENSSSCG00000008631
3	17826	ENSSSCG00000031741	ENSSSCG00000031741	protein_coding	gene	ENSSSCG00000031741
3	6311	ENSSSCG00000037028	GKN3	protein_coding	gene	ENSSSCG00000037028
3	12474	ENSSSCG00000023908	ETAA1	protein_coding	gene	ENSSSCG00000023908
3	10017	ENSSSCG00000032071	BMP10	protein_coding	gene	ENSSSCG00000032071
3	93285	ENSSSCG00000008344	ARHGAP25	protein_coding	gene	ENSSSCG00000008344
3	14258	ENSSSCG00000040267	CYS1	protein_coding	gene	ENSSSCG00000040267
3	10902	ENSSSCG00000038643	KLF11	protein_coding	gene	ENSSSCG00000038643
3	24100	ENSSSCG00000008633	PDIA6	protein_coding	gene	ENSSSCG00000008633
3	37973	ENSSSCG00000008358	ACTR2	protein_coding	gene	ENSSSCG00000008358
3	19675	ENSSSCG00000038148	PROKR1	protein_coding	gene	ENSSSCG00000038148
3	78918	ENSSSCG00000008346	APLF	protein_coding	gene	ENSSSCG00000008346
3	7218	ENSSSCG00000008347	FBXO48	protein_coding	gene	ENSSSCG00000008347
3	28925	ENSSSCG00000008348	PLEK	protein_coding	gene	ENSSSCG00000008348
3	1864	ENSSSCG00000047407	ENSSSCG00000047407	protein_coding	gene	ENSSSCG00000047407
3	38892	ENSSSCG00000008389	PAPOLG	protein_coding	gene	ENSSSCG00000008389
3	50146	ENSSSCG00000008634	ATP6V1C2	protein_coding	gene	ENSSSCG00000008634
3	3651	ENSSSCG00000008349	CNRIP1	protein_coding	gene	ENSSSCG00000008349
3	67656	ENSSSCG00000036115	PPP3R1	protein_coding	gene	ENSSSCG00000036115
3	20827	ENSSSCG00000007849	CRYM	protein_coding	gene	ENSSSCG00000007849
3	69816	ENSSSCG00000008646	RNF144A	protein_coding	gene	ENSSSCG00000008646
3	74697	ENSSSCG00000028755	EIPR1	protein_coding	gene	ENSSSCG00000028755
3	24541	ENSSSCG00000007850	ANKS4B	protein_coding	gene	ENSSSCG00000007850
3	100089	ENSSSCG00000008392	BCL11A	protein_coding	gene	ENSSSCG00000008392
3	2821	ENSSSCG00000058189	ENSSSCG00000058189	protein_coding	gene	ENSSSCG00000058189
